微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HkpOwBR7e,山东画报出版社,女,山东,431,7796,山东画报出版社:#《懂你》热销背后的阅读价值趋向分析#“在可以的情况下，把自己活成太阳，艳阳高照，普照大地。在力量微弱的情况下，活成烛光也能照亮整间屋子。”复旦女神教师陈果像一束自带热搜流量的光，用她那“我自风情万种，与世无争”的自信，向广大同胞传递着：女人言行自如，便是优雅！与之火爆的还有她的一本关于对道德教育语言艺术思考的小书——《懂你》。 此书在当当图书畅销榜上， 2019年1月，排在第28位；2019年2月，排在第12位，仅次于最近大热的刘慈欣的科幻小说《流浪地球》。http://t.cn/EMMpEGC 图书购买链接：http://t.cn/EMMpEGo [组图共2张] 原图 ,无,无,2019/3/11 14:05,专业版微博,2,0,2
HkpvPr088,谈电影论影视,男,广东,3907,134471,谈电影论影视:【流浪地球的上映，更是助推吴京成为百亿先生】流浪地球是一部硬科幻片，初始大家都不看好，觉得中国拍不出好的科幻片，和好莱坞相差甚远！我们来看看主创团队:郭帆导演拿到《流浪地球》剧本后，先自己投了100万做前期的工作，后来拉到1个多亿的资金后开始拍摄，拍摄过程中资金有不够了，郭帆自己再把全部身家900万投入了进去。编剧兼制片龚格尔把车卖了投了一百多万，摄影指导投了几百万买设备租给剧组！并且参与了影片的剧组基本都投了钱进来！这样的主创团队不成功谁能成功！《流浪地球》成本3.2亿，现在票房46.06亿，片方分账16.79亿，回报率5.2倍。吴京投了6000万认购《流浪地球》部分版权！我们算一笔账，吴京这部影片分红3.12亿，郭帆导演1000万投资分红5200万，当然了，郭帆作为导演作为核心，还有其余的一些干股分红，这部影片预计也可以拿到接近2个亿。制片编剧车卖了投了100多万，分红至少600万往上，这么给力的无条件支持，随便再奖励几百万也正常。摄影指导投了几百万买设备租给剧组，现在剧组赚钱了，铁定回购设备按照认购版权计算，也可以分红一千多万！还有大大小小剧组人员投了几十万的，都有一两百万的分红 原图 ,无,无,2019/3/11 13:19,微博 weibo.com,0,0,0
HkpmwiJ9o,爱寐族,女,其他,70,833,爱寐族:http://t.cn/RHHZWOy，#最强贺岁档#之#电影流浪地球# The Wandering Earth: 没有尽早来看这部片子是我的失误。跟好莱坞的末世大片相比，想法更大胆，更具有人情味，细节也意外地到位，虽然不是完全得符合科学，结尾也有点矫情，但是把希望和感动表达得很到位。那种末世的绝望，亲情的羁绊，希望下的拼尽全力，这些都没怎么矫情，感觉很接地气。好本子，好制作！还不忘秀一把中俄兄弟情。😂 原图 ,无,无,2019/3/11 12:56,HUAWEI Mate 20 Pro,1,0,0
HkoR6o8eI,迷津非渡,女,其他,99,38,迷津非渡:2019第五部——《流浪地球》我是终于拖延到现在，具体的剧情就不做介绍啦，由于之前没看过三体所以有些点看的不是很懂，后面完了以后翻了彩蛋详解才知道哇居然隐藏着这么多细节点。我会拿它跟之前很心水的《头号玩家》相比较，可能是因为同样都是科幻向的，而且在有限的时间内藏有大量的剧情和彩蛋，综合来说流浪略显仓促，剧情过度衔接的不够自然，头号则显得游刃有余，当时看的时候紧紧的抓住了我的注意力，用一个词来形容的话就是目不转睛。但是流浪真的让我很惊喜，有种意料之外的激动，无论从特效还是剧情，虽然比起国外大片来还略显生涩，但是作为国产电影的一匹黑马，它让我看到了中国科幻电影的希望，我们国家还是有很多优秀的电影人在努力做真正优秀的电影的，嗯嗯，9分 http://t.cn/Ryhphj9 显示地图 ,无,无,2019/3/11 11:38,OPPO智能手机,1,0,0
Hkoya9MWp,你的脑洞比我大,女,北京,280,1573388,你的脑洞比我大:流浪地球:我怎么没想起来这一招【搞笑】  原图 ,无,无,2019/3/11 10:52,微博 weibo.com,1,0,0
HkogfqpXY,武汉高校圈子,女,湖北,20000,1291876,武汉高校圈子:#武汉爆料# 光谷转盘难道真的在修全球首台行星发动机？流浪地球计划？ 武汉·光谷  显示地图 [组图共2张] 原图 ,无,#武汉爆料#,2019/3/11 10:07,iPhone X(银色),19,1,17
HknTQi2I6,这片海的蓝天,男,浙江,1299,2576,这片海的蓝天:电影《绿皮书》，当国人正在为流浪地球的票房而狂欢、为中国科幻大片走向世界而热情高涨之时，美国人却又悄悄登顶奥斯卡最佳影片，而且实现在全球同步放映。这是一部关注种族、关注肤色的生活题材影片本该早已时过境迁，非裔的奥巴马也已成为曾经的美国总统。可就是这样的一部影片不仅获得了电影界的诺贝尔大奖，而且走进了每个观众的心里。影片的故事是根据真实事件改编，一个是白人底层打拼的混混托尼，一个是黑人高层有着艺术天赋的钢琴家唐博士，在一次雇佣关系里，经历旅途风雨，彼此都得到改变和成长。影片看似平淡无奇，却深刻反映曾经的美国社会对黑人种族、阶级歧视的方方面面，也让人物在一路的对立和冲突中慢慢理解彼此、融化彼此。人性总是柔软的，它从不会以肤色种族为界限，它永远是高于一切。这样的一部影片让人在带泪的笑声里沉思，也让社会公众警醒，不要再让绿皮书之类的歧视进入生活。绿皮书就是那个时代黑人在美国各州出行旅游住宿用餐的专用地图指南手册。这是一种歧视性甚至是侮辱性的文本，就如同‘’华人与狗不得入内‘’一样，‘’黑人不能在某旅馆入住‘‘‘’黑人不得在某餐馆就餐’’；影片的最后，唐博士拒绝了为上层白人没有尊严的演出，进入了黑人餐馆为同胞欢乐弹奏，又来到了底层白人托尼家中一起共度平安夜，用行动诠释了自己的信条，那就是‘’保持尊严，才能战胜一切‘’。2019年实力走心之作！值得一看！…… 原图 ,无,无,2019/3/11 9:12,HUAWEI P20 Pro,1,0,0
Hkl8Oxapk,西部证券,女,陕西,2091,874,西部证券:《流浪地球》根据刘慈欣同名小说改编，由郭帆执导，吴京特别出演，堪称中国首部科幻电影，该片于2019年2月5日（大年初一）在中国内地首映，目前票房已达46亿。影片故事设定在2075年，讲述了太阳即将毁灭，已经不适合人类生存，而面对绝境，人类将开启“流浪地球”计划，试图带着地球一起逃离太阳系，寻找人类新家园的故事[1]。 http://t.cn/z84kZpw 显示地图 原图 ,无,http://t.cn/z84kZpw,2019/3/11 2:11,vivo AI智慧拍照X21,0,0,0
HkgFzc8fW,Orchideous-,女,其他,492,271,Orchideous-:🅿️1️⃣终于在上海找到了牛肉面【激动！不是兰州拉面！】快乐的要了二细🅿️2️⃣3⃣️排到了沈大成的青团，蛋黄肉松的口感超nice🅿️4⃣️5⃣️天气☁️不好，浦东一半建筑笼在云里，拍照谜之流浪地球感？？？🅿️6⃣️7⃣️8⃣️找到了一家神奇的店，居然有等身铁铁和各种小手办，确认过眼神是比不了的家庭条件 http://t.cn/RJ2IpDz 显示地图 [组图共8张] 原图 ,无,无,2019/3/10 14:48,iPhone,6,0,4
Hkgn9FJhw,廉洁上海,男,上海,282,517376,"廉洁上海:【""点燃木星拯救地球""？不,木星探测才是正经】电影《#流浪地球#》中，木星曾为试图逃离太阳系的地球制造了大麻烦。地球本想借助木星引力加速逃亡，但差点被其巨大引力撕碎。最后主人公牺牲自己，点燃木星，让地球继续向着太阳系外流浪。在现实中，这颗巨大的星球，对人类也同样有着非凡的吸引力。只是，飞向它的专用探测器，都和电影中的地球一样，命途多舛。全国政协委员、北京航空航天大学宇航学院教授徐世杰3月6日接受科技日报记者采访时说，在我国有待开展的深空探测项目中，木星探测才应该是重点。http://t.cn/EIs48Bw http://t.cn/EMGFwar ",无,无,2019/3/10 14:02,微博 weibo.com,1,0,0
HkfNCgNdY,回国的dolly哥,男,北京,133,319,"回国的dolly哥:阿丽塔看到泪目，女主造型非常讨喜，觉得符合cute的亚洲审美。虽然谈不上硬科幻，不过浪漫主义很唯美。与流浪地球和我喜欢的科幻类相似的是，总有影响到生存的巨大危机背景，不是千篇一律的happy ending,所以短暂的美好比如爱情才显得弥足珍贵。看完这种电影，总会感觉到时间飞逝的紧迫感和带入感，我要加强锻炼，更认真的面对生活，现实生活比电影里宽松太多了 http://t.cn/z8agb6J 显示地图 原图 ",无,无,2019/3/10 12:35,iPhone客户端,0,0,0
HkfGnDYBi,椅XLY,男,其他,113,15,椅XLY:流浪地球&阿莉塔：我曾以为我是不会喜欢这类科幻类的电影，大多数时候我是不会主动去搜寻。这也说明了我的片面    今年的第一部电影流浪地球，未来的某一天，人们发现太阳在急速老化，快要炸了，人类唯一生存的办法就是逃离太阳系。但是，最近的适合居住的星系是4.2光年外的比邻星。于是，大家想出一办法，把地球上安装上上万个发动机。把地球推走。在这时，在地球还没有飞出太阳系的时候，飞近了木星的时候，被木星引力吸引，地球逐渐接近木星并最后要撞击木星的危险时刻。最后一段感情路线就不～    脑洞很大，场景也很精彩，同时涉及的科学知识很多，因为跟着学霸看的，勾引了我的求知欲，所以大致研究了一下，虽然很多专业性问题还是理解不了，但还是非常不错的    阿莉塔：跟着小伙伴来深圳看的，也是小伙伴强烈推荐的，这个是属于头脑简单，只要看剧情就好，全程都是在打打打，所以只是视觉享受，但是最后却吊胃口了，第二部应该还是会去看的，不然总感觉屎没拉出来 ,无,无,2019/3/10 12:17,iPhone客户端,0,0,0
HkfB8BUn4,念你得私,女,海外,158,119,念你得私:遥想当初，我看的第一部贺岁档电影是流浪地球，回来后刷微博被几张图安利入了莫强求的坑，那可真是热圈，每天都有源源不断的新粮，我们绝美人机恋还不负众望的上了好几次热搜！我被自己终于入热圈的事实感动得泪流满面谁曾想，过了几天去看飞驰人生，我看电影的时候就对新晋车王和他的过气车神偶像的爱恨情仇感到窒息！脑补了八百万字，带感的我一出电影院火速入臻驰坑，太好磕了！！但真的好冷 原图 ,无,无,2019/3/10 12:04,荣耀10 AI变色更潮美,1,0,6
HkfxdpqXK,用户7740166243,男,黑龙江,1243,118,用户7740166243:http://t.cn/RHHZWOy ，#最强贺岁档#之#电影流浪地球#  @黑龙江省政府 @清廉冰城 @黑龙江日报  @直播哈尔滨  @哈尔滨发布 @哈尔滨日报 最疯狂的执法者 最猖狂的保护伞 最恶毒的造假执法者 道外区房产监察大队顶风上就是这么猖狂 欺骗政府 坑害百姓 为商家充当保护伞 《社会文明要倾听群众的呼声  倾听群众呼声的社会才是真正文明的社会》人生得意莫猖狂  种下仇恨子孙偿  人心莫贪 官员轮流做 莫忘斩九族你们违背了 天理  丧失了良心 为了你们的私利  坑害百姓道外区房产部门  为了你们的一点私利 不顾百姓的死活  上报虚假材料  欺骗政府  坑害百姓 为不法商家 充当保护伞 在你们眼里 商家的私利大于一切 百姓的生命 微不足道  不要在打着执法的幌子 坑害百姓 请不要在利用政府给你们的权利 贪赃枉法 房产部门的败类  就算没有正义的审判  天理也难容  黑社会要钱 你要的是百姓的命 太霸道了 地方领导留言 回复  《道外房产监察大队上报的虚假材料 》网民朋友：您好！您反映的问题我们高度重视，已责成市住建部门、市城管部门调查处理。现回复如下：在您反映该问题后，我们组织住建部门、城管部门进行了现场踏查。经调查，您反映的问题部分属实。该问题发生在道外区钱塘街224号，当事人在此楼房内共持有6套房产，一至二层3套房产用于经营水族养殖设备，三层2套房屋用作库房，四层1套房屋用于居住。《实际是十一套》有一部分是过不了户的公产房 《整个单元的一层到三层 所有的承重墙全部拆除》不顾楼上百姓的死活道外区房产监察部门欺骗百姓的 回复哈尔滨市道外区钱塘街224号楼一至三层为商服443米（现经营花鸟鱼市场）产权人对该商服二层、三层等房屋进行拆改墙体打通行为，破坏了房屋的承重结构《 经过百姓在国土资源厅和物业的的查证》 道外房产监察大队所说的443米商服 有一大部分 是没有过户的公产房 一小部分是住宅 道外房产监察大队  把住宅照 和公产房 改成商服 就是《欺骗政府》  有证据 有照片   《最严重》一层为什么不提   基础往下挖了一米多深 承重墙的《主墙基础梁拆除》一楼到二楼的《预制板拆除》改室内楼梯《抗震性能怎么鉴定的》一楼的四道承重墙 拆除安全鉴定机构 怎么没有名称 鉴定报告怎么没有 一层的楼梯间《共有楼梯间 》怎么就变成他家自己的  还在你们的图纸当中 [组图共2张] 原图 ,无,无,2019/3/10 11:55,微博电影,1,0,0
Hkfw2r35Y,liangzi0923,女,广东,145,41,liangzi0923:《惊奇队长》和《流浪地球》都是很不错的科幻影片，都有英雄主义情结，前者我看见一个女侠，后者是一个集体。就女侠而言，克里人和斯克鲁人文明的较量，C-53行星上地球人控制自己的情绪汇聚能量核心的力量可以摆脱非正义的束缚，让自己发光，让弱势群体拥有属于自己的家园，让友情亲情都升华为榜样，剧情可以反转但主角不要黑化，续集应该会更精彩吧，还有那只噬人兽—猫，期待续篇。 [组图共3张] 原图 ,无,无,2019/3/10 11:52,iPhone客户端,0,0,1
HkfsujIRM,象牙塔外的有趣世界,女,吉林,13,54,象牙塔外的有趣世界:#电影流浪地球# 现在国内，很多人离开家乡到外地，或者求学，或者打拼，努力奋斗以求一寸生存之地，从内心深处来讲，多多少少都有些流浪的感觉。《流浪地球》虽然是一个科幻片，但是却契合了这一代人的心理感受，即便人们在看电影的时候没有意识到这一点，在潜意识里，对这部电影的认同感却早已默默生根发芽。 ,无,无,2019/3/10 11:43,微博 weibo.com,0,0,0
HkfrgDPka,螺旋苔藓_TX,男,贵州,88,23,"螺旋苔藓_TX:#明日节目预告：真人,真情,真事,现场,现象,现实,一周要闻热点追踪,东西南北,精彩放送～主要内容有：①焦点访谈 ｜ 事关您家孩子的教育成长问题！听听代表们是这么讨论的②《流浪地球》遭人诋毁！央视《焦点访谈》为其和吴京正名！③春天里，这些牵挂暖意浓期待您的聆听～2019年3月10日@校园之声广播站 原图 ",无,无,2019/3/10 11:40,HUAWEI nova 3i,0,0,0
Hkfoeqii4,现代快报,男,江苏,1421,13415261,"现代快报:#2019快报看两会#【《流浪地球》为什么火爆？背后是中国人的“航天梦”】火爆春节档的科幻电影《流浪地球》，激发了大家对航空航天领域的关注。3月8日，王立峰、王巍两位全国人大代表受邀走进现代快报+•ZAKER南京的全国两会北京演播室。一位是研究动力学与控制、设计飞行器的专家，另一位是参与C919大飞机制造的技术""牛人""。谈起《流浪地球》，两位代表认为，火爆的背后是中国航天力量越来越强大，反映的是中国人的""航天梦""。@现代快报快快看视频  http://t.cn/EMG7Dtu http://t.cn/EMGz76V ",无,无,2019/3/10 11:32,360安全浏览器,22,4,5
HkfcOFNAq,康康男孩,男,其他,492,894,康康男孩:昨天晚上我梦到在开封，回郑州我买了一张特价机票300+，可是因为途中误事恰好没赶上，这是除了现实生活没赶上飞机的第二次。上次是在成都飞西宁，卡点到，一分钟不多，一分钟不少，但是乘务人员已经告诉我关闭舱门了。两次仿佛很相似，都是因为很奇葩的事。比如，在成都那次我提前两个多小时到机场，在外边吃了一会零食，打个了盹....总以为时间还早.....谁知道恰好不行... 梦里边我去问票务人员有没有其他特价班次，因为已经是晚上了，没有了。但是他面带笑容得向我推荐了一个优惠活动，1元机票，是去一个名字很神秘但在梦境里我很熟悉的地名，现在我记不起来了。总之很遥远，我原以为是出境了，但我打开地图册一看原来还在境内，但是那个城市在北冰洋附近，到处冰天雪地，有点像流浪地球里的地面场景，但是又很美，人们很幸福，这是呈现在我梦中脑海里的图景。我在梦里很想去玩，但是我打听到要跟团需要两三天，我觉得时间不太充裕就放弃了。但我以后肯定要自己去。我拒绝了之后，好半天我才想起来，为啥我不坐高铁回去呢？高铁才二三十块钱.....火车也行啊！城际公交也可以.....事实上，开封到郑州根本没航班。也就区区70km，我刚才发现去年的今天我徒步去了趟开封。 ,无,无,2019/3/10 11:04,iPhone客户端,1,0,0
HkfaTkWmo,本钢新闻,男,辽宁,231,50862,本钢新闻:#好书推荐#【流浪地球-电影制作手记】本书全面记录了国产科幻巨制《流浪地球》从开发策划、建组筹备、开机拍摄，再到后期视效合成的制作全流程。你将看到导演郭帆集结的一支年轻且富有创新精神的专业团队；将看到中国科幻电影如何从西方叙事语境中破壁而出；高度专业化的工作细节能给你带来电影制作的直观感受，使你了解《流浪地球》如何从文字到影像的全过程，以及从手稿到视效合成画面又是怎样一步步地诞生。 原图 ,无,无,2019/3/10 11:00,微博 weibo.com,1,0,0
HkeLIx5jg,申紫龍,男,广东,699,32653,申紫龍:汉语“戏剧”的“剧”字，繁体为“劇”。戏剧起源于看野兽打架。“劇”字最早没有立刀旁，看篆文便知道，这个字上“虎”下“豕”，意思是老虎和野猪打架，打得剧烈。想一想古罗马斗兽场，便知道我不是乱讲。后来这个字加刀旁，表示人和野兽血战。观众看起来，正是精彩戏剧。⭕️因此，影视编剧和导演一定要懂得这个原理。你看最近卖座的电影都是打得很热闹的类型，例如《流浪地球》《阿丽塔》以及《红海行动》《战狼2》⋯⋯群众就喜欢这类剧，就连我自己都不想花钱去看文艺片。 原图 ,无,无,2019/3/10 9:57,iPhone客户端,1,0,0
HkeHzrFRa,中国数字科技馆,男,北京,540,8109414,中国数字科技馆:今年春节上映的科幻电影《流浪地球》受到大家的广泛关注和欢迎。地球为什么要去流浪？太阳这个给我们带来温暖的天体为何会发生剧烈的变化？现实世界中会不会发生这样的事情？太阳的原理是什么？你知道这些问题的答案吗？本次讲座中嘉宾将和你分享关于太阳的有趣传说和科学知识…… http://t.cn/EMb5TwQ . ,无,无,2019/3/10 9:47,微博网页版,24,2,0
HkeyTDUNv,盐城工学院大学生科技协会,女,江苏,170,3220,盐城工学院大学生科技协会:电影《流浪地球》中，木星曾为试图逃离太阳系的地球制造了大麻烦。地球本想借助木星引力加速逃亡，但差点被其巨大引力撕碎。最后主人公牺牲自己，点燃木星，让地球继续向着太阳系外流浪。在现实中，这颗巨大的星球，对人类也同样有着非凡的吸引力。只是，飞向它的专用探测器，都和电影中的地球一样，命途多舛。全国政协委员、北京航空航天大学宇航学院教授徐世杰3月6日接受记者采访时说，在我国有待开展的深空探测项目中，木星探测才应该是重点。探索木星，可以寻找地外生命。木星的卫星木卫二被认为最可能有生命存在——其表面有巨大冰层，冰层之下，有液态水。我国的木星探测计划已在关键技术攻关阶段。航天专家庞之浩此前接受记者采访时曾介绍，我国科学家从长远考虑，已经提出了“木星系统探测”计划建议，主要将研究木星磁层结构、木卫二大气模型、木卫二表面冰层形貌及厚度、金星—地球—木星间的太阳风结构，以及地球生命的地外生存状态及其演变特性等。“希望时机成熟后，这项计划能早日实施。”庞之浩说。 http://t.cn/z8ADXtN 显示地图 原图 ,无,http://t.cn/z8ADXtN,2019/3/10 9:26,小米8周年旗舰手机,1,0,0
HkeocBm6O,西安布衣,男,陕西,700,7395,西安布衣:【西安大学生做《流浪地球》特效 “冰封”校园“流浪”建大】今年2月上映的电影《流浪地球》，让看过的人对电影里独特的视觉特效赞不绝口，在西安就有一名大学生，把自己的学校也做成了《流浪地球》中的场景，“冰封”了西安建筑科技大学的多个代表性建筑，一时间被诸多网友转发、点赞，称其为：硬核校友！http://t.cn/EMU59KE ,无,无,2019/3/10 9:00,微博 weibo.com,1,0,0
Hkeo1ElZS,胡一鸣他爸,男,北京,298,431,胡一鸣他爸:《流浪地球》我没有看 我不能评论这部作品的好坏 但我深知豆瓣文青们的危害 这又不是他们黑的唯一一部国产电影！这些自持西方主流价值观的舔狗 确实是我们对他们太纵容了 当前国家有更重要的事要办 现在没空搭理你们这一小撮垃圾 至于屈楚萧骂同性恋 呵呵 我觉得他骂的太轻了 http://t.cn/ELT0hke 显示地图 原图 ,无,无,2019/3/10 8:59,iPhone 7 Plus,2,0,0
HkenLouUy,兰州东方红电影城,女,甘肃,1851,4140,兰州东方红电影城:3月10日周日驯龙高手3 (英文版)09:20阿丽塔：战斗天使10:00 12:20 16:55 23:55绿皮书10:10 12:30 14:55 17:20 18:30 19:45 20:55 22:10 23:20流浪地球10:20 12:40 21:25 23:05夏目友人帐10:30 12:45 15:05 16:30 19:25惊奇队长10:40 11:20 13:00 13:40 14:35 15:20 16:00 17:05 17:40 18:20 19:15 20:00 20:40 21:35 22:20 23:50熊出没·原始时代14:45 ,无,无,2019/3/10 8:58,360安全浏览器,0,0,0
HkelL20Ql,洁西卡12,男,内蒙古,36,67,洁西卡12:今天边听歌边回顾《流浪地球》想着王磊队长最后的一句“活下去”想到了云中鹤的“城头铁鼓声犹震，匣内金刀血未干”想到了珞珈的泡面头想到了林海雪原的九爷三年了，整整三年了在人海中偏偏遇到了你我看到你一路走来的坎坷在人心险恶下你一定受了很多伤但你为人低调，不愠不火正好听到了这首《有种》李光洁有种 ,无,无,2019/3/10 8:54,OPPO超视野全面屏R15,1,0,4
HkelJvHe4,玉狛段子手_董,男,广东,251,454,"玉狛段子手_董:嗯,是久违的梦日记第一个梦境是我在家里,然后得知目前有一颗陨石正在接近地球,虽然不会直接击中地球,但是里面含有的大量热量会对地表造成严重影响,为此所有的一般市民要进入休眠状态,运送到地底设施,直到2年后再回到地面当时我第一个反应:有点流浪地球的味道?第二个反应是:我FGO要断签了我环视了一下四周,发现老妈把东西都处置好而且已经进入休眠仓了但是我感觉我还有其他事要做,就离开了家一出来发现天在下雨,自己身处以前旧家和高中的路上在等车,而这时我已经忘了上一个场景的事了旁边好像有我同事的人吐槽我离家这么近还要坐公交什么的,然后我脑里闪过了一个以前坐的公交绕路回公司的场景醒了之后是第二个梦,梦里我还是在刚刚那条街上,和我堂哥我妈我姨妈,表姐还有表姐夫走着去什么地方,路过一家中餐馆（现在已经倒闭了）我哥随口说了句什么话,然后我妈说这里吃过啊挺好的云云,接着表姐:“那今晚就在这里吃吧”我喵了一眼的确菜式很丰富转过头来,醒了#董君的梦日记# ",无,无,2019/3/10 8:53,微博国际版,1,0,1
HkdKLpO1b,咸阳资讯,男,陕西,716,148142,咸阳资讯:#西安爆料# 【西安大学生做《流浪地球》特效 “冰封”校园“流浪”建大】今年2月上映的电影《流浪地球》，让看过的人对电影里独特的视觉特效赞不绝口，在西安就有一名大学生，把自己的学校也做成了《流浪地球》中的场景，“冰封”了西安建筑科技大学的多个代表性建筑，一时间被诸多网友转发、点赞，称其为：硬核校友！  http://t.cn/EMU59KE ,无,无,2019/3/10 7:22,无,0,0,0
HkdqayEiH,9420一个简单的红小豆,女,山东,176,272,9420一个简单的红小豆:#带着边框一起拍# 这时，我突然想起不久前的一堂哲学课，那个憔悴的老师给我们出了一个谜语。 “你在平原上走着走着，突然迎面遇到一堵墙，这墙向上无限高，向下无限深，向左无限远，向右无限远，这墙是什么？” 我打了一个寒战，接着把这个谜语告诉了身边的小星老师。她想了好大一会儿，困惑地摇摇头。我把嘴凑到她耳边，把那个可怕的谜底告诉她。 “死亡。“#电影流浪地球# [组图共3张] 原图 ,无,无,2019/3/10 6:32,vivo智能手机,2,0,0
HkcdioqVr,是彩虹糖的梦ya,女,山东,304,116,是彩虹糖的梦ya:浑浑噩噩中的小忙碌也是极好的  惊悚片好像只让我看到 我愿相信人心本善 但人性的邪恶却是比世界末日和妖魔鬼怪可怕的多 的确 你们无法相互理解  我可能没有多么远大的抱负 也从未想过世界末日如何 所以《流浪地球》中真正触动我的是刘启最后的一声爸爸 或许说终于冰释前嫌 或许那是他第一次真正认识自己的父亲 真正看到他的伟大 无畏 不 他是有畏惧的 他只怕自己的孩子受伤害昼夜颠倒的突然间放松 以n个小时的斗地主未完待续~一切又好像都不完美 http://t.cn/RkVJJpt 显示地图 原图 ,无,http://t.cn/RkVJJpt,2019/3/10 3:27,vivo智能手机,4,0,1
HkccyAaEl,安实流,男,上海,256,502,安实流:对下下:己解:流lang地qiu末，有带字纸团画面……夜——捡起穿越时空落地纸团……展……解思……车中猴——申猴……沪之属猴者，唯知小陈……门东草——谐音，门洞艹……对应此前与申猴一合zu房内美梦，即在厨卫客厅门洞处地面（梦中要法忘，还好借此机会想起……刚想起——三个门洞，不确是否有何意……）……禾中走——禾无繁体，其中部，最可信当为“十”……通“实”——“走”即“不实”……甚至——“十”走——100％满嘴“跑”火车……又为数学之加号——通“假”？……象形——禾似蚊……蚊去骨？……蚊不实？……一日夫——评论作“春”，似对得上，但……觉此解乱堆叠——反感不喜欢……一——数字1，即一竖……与“夫”合，即未……未日……整解:与小陈门洞jiao合——100％断无此事……（唉……真有（合法自愿、法律红线内）就好了……）如此之……假过头了……女驸马之“朱字头上一点红”鹤顶红——嫦娥奔月之“灵药”……此前马bo庸微博之“水哥”图片，中间猴……皆相关？……思原文故事生成机理之解——似另有“绑附”？……流lang地qiu第三次看之恍然？……禾——蚊……禾中走——一并回了……电影中也有解此之“钥匙”……发现不了，是配不上——本是五洋鳖，莫做揽月梦……差太多了……吠吠哇哇呱呱叽喳，可以理解——喷毒就过了吧……上shi大所看之冰川时代3——似与流浪地球也略相关…… ,无,无,2019/3/10 3:25,小米5s 拍照黑科技,0,0,0
HkbPTgF4d,大琳啊啊,女,海外,401,385,大琳啊啊:——       老公的《星际战甲》不知道咋地了，电脑不让关，但是我一闭上眼睛就想起——“地球发动机共有一万二千台，分布在亚洲和美洲大陆的各个平原上。从我住的地方，可以看到几百台发动机喷出的等离子体光柱。”                                                      —《流浪地球》我是细菌！我是白天睡多了、现在睡不着的细菌！ http://t.cn/EM4hpjo ,无,无,2019/3/10 2:30,微博视频,3,0,0
HkbyLdcsY,亲爱的崇崇,女,广东,214,773,亲爱的崇崇:#感恩日记#D131.今天终于陪果姐看了我也一直想要看的#流浪地球#，吴京果然没让我失望，拍摄非常棒，用果姐的话是：这部电影太赚眼泪了，我俩被感动到数次 感恩好的编剧 导演和最棒的演员，是大家的努力得以呈现精彩的电影内容。2.感恩事业上的重要合作伙伴，今晚如约回复上周约定的回复，虽然没有收到满意的答案，但是对于能够彼此尊重 信任及信守承诺的回复，还是感恩 感谢，希望往后的信任会越来越深。3.感恩姐姐今天一直在我家，陪伴妈妈，还做了我和果姐爱吃的饭菜，让我体会到有姐妹的欣慰。今天的一切 谢谢 感恩，相信宇宙会把我想要的一切都安排妥当，晚安😴 原图 ,无,无,2019/3/10 1:47,iPhone客户端,7,1,3
HkbiikaW7,大魔王孟美岐,女,海外,982,531416,大魔王孟美岐:#孟美岐[超话]# mmq #孟美岐岐遇# 恭喜山支大哥#孟美岐有种# [加油]#孟美岐流浪地球# Apple Music官方TOP100罕见在榜华语新歌！入选苹果官方「国际流行」音乐中的女性主义入选苹果官方「本周最佳歌曲」【注1】其他在榜歌曲全是国民度极高的歌曲【注2】这是天然发育成榜，没有呼吁粉丝去听，App为按月收费，甚至很多mmqf不知道这首上架【注3】这是电影流浪地球「唯一」在榜歌曲【注4】Apple Music是岐岐听音乐的主要渠道，小孩会看见自己的作品上榜@火箭少女101_孟美岐 [组图共9张] 原图 ,无,无,2019/3/10 1:07,孟美岐超话,1088,573,320
Hkbihba3d,顽固的香菜派选手ariel,女,上海,431,220,顽固的香菜派选手ariel:对于期待明天的话 写出来真的很矫情 这周真实的和过去说再见了 我曾经有非常舍不得放不下的人 可是现在都已经完全不留恋了 甚至让我一度怀疑那份挚热是否真实存在过 2018年真的吃了太多苦 全年都处于不断被否定又不断自我愈合振作起来的循环中 很感激在我最艰难的时候认识了殷志源 是他让我超顽强走过年底的最后的三个月 2019年开始 人生好像在慢慢变好了 我开始承认了一些事实 比如 我有点强势、我不必要的担心太多了、我爸妈真的超级宝贝我、姥姥和二舅真的很爱我、朋友们真的不会议论你是否再次考研、刘在石是最好的南韩MC、我真的对之前的感情还心怀鬼胎以及他真的不爱我。接受了真实的自己 事情反而变得简单 不需要吞下什么巨大的勇气 我也能特别坚强特别坚定的面对今后的生活。生活的风浪一再掀翻我的小船 但我已启程N远即便回去也是一路险恶 不如扬帆继续前行。突然想起《流浪地球》里的一句话 我改编了一下 作为结束：『无论最终的结果将我的生活导向何处，我决定选择希望。』 [组图共2张] 原图 ,无,无,2019/3/10 1:07,nova4自拍极点全面屏,3,0,0
